variante,canonico,codigo,classe,origem,confianca_mapeamento,risco_palavra_comum,ocorrencias,status,confianca,arquivo,evidencia
"a Lingan"" (P2022-03-26",Awaylengan (consagrada por RC-771/ART-2025-08-01),RC-837,stt,etimologia,referencia_oral,nao,0,verificado,média,RC-837-forno-de-awaylengan-forno-de-shiva.md,"- **Grafia preferida (canônica):** Awaylengan (consagrada por RC-771/ART-2025-08-01). - **Grau oral fundador (P2019-08-25):** ""**Awai Lengan**"" / ""Ailingan"" / ""Lingan"" / ""Hawai Lin"
a nomenclatura à moda de Vol,Elm,RC-454,stt,etimologia,alta,nao,0,em análise,baixa,RC-454-elm-moros---ser-lm-de-temperion.md,"STT capturava 'Morençor/Morrensor/Morrençou/Morrenson'; a nomenclatura à moda de Vol, Yel, Xum, Shanlung)."
A partir de 03,Saibaba como Precursor de Jesus,RC-801,stt,etimologia,referencia_oral,nao,0,em análise,baixa,RC-801-saibaba-como-precursor-de-jesus.md,"STT). A partir de 03/09/2026, cada figura tem **ficha própria** (RC-927/928/929); esta ficha (RC-801) é a umbrella conceitual da linhagem."
a vesta,Avesta,RC-595,stt,etimologia,alta,nao,0,verificado,média,RC-595-avesta.md,"STT: AESTA, a vesta."
acender o fogo,Fogo que se Apaga (Fogo de Prometeu Hoje),RC-792,stt,etimologia,referencia_oral,nao,0,verificado,média,RC-792-fogo-que-se-apaga.md,"- **Grafia preferida:** Fogo que se Apaga (Fogo de Prometeu Hoje) - **Variações STT capturadas:** ""fogo"", ""fogo que não se observa mais"", ""fogo que se apagou"", ""acender o fogo"" - *"
Ades,Adhy,RC-011,stt,prosa,baixa,nao,0,verificado,alta,RC-011-adhy.md,"s suas atribuições e de onde tenham que viver"" (B031). Na fonte oral, STT ""seres arte/Ados/Ades/ISAD/Zad"" (mapeamento de curadoria, RC-411). ## "
Ades,Eros = Vishnu / Tártaro = Shiva (correspondências),RC-286,stt,prosa,referencia_oral,nao,0,em análise,baixa,RC-286-tartaro-eros-vishnu-tartaro-shiva.md,"do neste termo — dinâmicas de aprisionamento mental. Conteúdo: Hades (STT ""Ades/Reides/Reid/Reis"") = arconte dono do Tártaro, um dos irmã"
adiágena,Adhyajna,RC-016,stt,prosa,baixa,nao,0,verificado,alta,RC-016-adhyajna.md,"keshava). ""Vishnu e Shiva podiam criar avatares, expressões adhyajna [STT 'adiágena'] deles próprios. Javé nunca conseguiu f"
adiágenas,Shiva (Savna),RC-102,stt,prosa,baixa,nao,0,verificado,alta,RC-102-shiva-savna.md,", que tem lá OS 1.000 NOMES de 1.000 avatares ou formas [adhyágenas — STT 'adiágenas'] da forma [adidaiva] do senhor Shiva — "
adiátima,Adhyatman,RC-013,stt,prosa,baixa,nao,0,verificado,alta,RC-013-adhyatman.md," milhões de Seres, muito evoluídos. Na fonte oral o termo aparece sob STT ""adiátima""/""condição átima"" (P2021-12-04, mapeamen"
Ados,Adhy,RC-011,stt,prosa,baixa,nao,0,verificado,alta,RC-011-adhy.md,"s suas atribuições e de onde tenham que viver"" (B031). Na fonte oral, STT ""seres arte/Ados/Ades/ISAD/Zad"" (mapeamento de curadoria, RC-411). ## "
aen,Awayen (consagrada por RC-771/ART-2025-08-01),RC-836,stt,prosa,baixa,nao,0,verificado,média,RC-836-forno-de-awayen-forno-de-brahma-central-de-realidades.md," (RC-102), **Projeto Talm** (RC-091), **Val Tam** (RC-132). Grau oral STT ""aen/a Aen/Hawaien"" registrado como embrionário — **não ren"
Aesir,Pacto Aesir-Vanir como Origem Nórdica da Ideia de Pandora,RC-816,stt,etimologia,referencia_oral,nao,0,verificado,média,RC-816-pacto-aesir-vanir-origem-pandora.md,"- **Grafia preferida:** Pacto Aesir-Vanir como Origem Nórdica da Ideia de Pandora - **Variações STT capturadas:** ""Aesir"", ""Vanir"", ""Fria"", ""Kvasir"", ""tigela"", ""saliva"" - **Idioma "
AESTA,Avesta,RC-595,stt,etimologia,alta,nao,0,verificado,média,RC-595-avesta.md,"STT: AESTA, a vesta."
afetividade,Pulsação dos Elétrons Como Afetividade Humana,RC-832,stt,etimologia,referencia_oral,nao,0,verificado,média,RC-832-pulsacao-dos-eletrons-como-afetividade.md,"- **Grafia preferida:** Pulsação dos Elétrons Como Afetividade Humana - **Variações STT capturadas:** ""pulsação dos elétrons"", ""comportamento biológico"", ""afetividade"", ""identidade"
Agar,Agar como 2ª Tentativa Fracassada de Fêmea para Adão,RC-817,stt,etimologia,referencia_oral,nao,0,verificado,alta,RC-817-agar-como-segunda-tentativa.md,"- **Grafia preferida:** Agar como 2ª Tentativa Fracassada de Fêmea para Adão - **Variações STT capturadas:** ""Agar"", ""A gar"", ""Agar a segunda"" - **Idioma de origem:** Hebraico (הָג"
Agar a segunda,Agar como 2ª Tentativa Fracassada de Fêmea para Adão,RC-817,stt,etimologia,referencia_oral,nao,0,verificado,alta,RC-817-agar-como-segunda-tentativa.md,"- **Grafia preferida:** Agar como 2ª Tentativa Fracassada de Fêmea para Adão - **Variações STT capturadas:** ""Agar"", ""A gar"", ""Agar a segunda"" - **Idioma de origem:** Hebraico (הָג"
agentes de dominação,Estratégia dos Avatares,RC-797,stt,etimologia,alta,nao,0,verificado,média,RC-797-estrategia-dos-avatares.md,"- **Grafia preferida:** Estratégia dos Avatares - **Variações STT capturadas:** ""avatares"", ""agentes de dominação"", ""instrumentos de dominação"" - **Idioma de origem:** Sânscrito (अ"
Agostinho Dipona,A Falsa Trindade,RC-273,stt,prosa,baixa,nao,0,verificado,alta,RC-273-a-falsa-trindade-concilio-de-niceia.md,"que a vida não é boa ou que Deus não é perfeito, vai pro inferno"".» — STT «Agostinho Dipona»/«Agostinho de Pon» = Agostinho de Hipon"
Ailingan,Awaylengan (consagrada por RC-771/ART-2025-08-01),RC-837,stt,prosa,referencia_oral,nao,0,verificado,média,RC-837-forno-de-awaylengan-forno-de-shiva.md,"* (RC-091), **Radiatas** (RC-093), **Bilatérios** (RC-035). Grau oral STT ""Awai Lengan/Ailingan"" registrado como embrionário — **não ren"
Alamaior,Sophia,RC-009,stt,prosa,baixa,nao,0,verificado,alta,RC-009-sophia-cristo-cosmico.md,"alado) — ver nota]; ""produzir espécies através do forno de Awaymaion (STT 'Alamaior' — ver RC-499), os biodemos""; ""criou uma"
Alamaior,Quarto Logos,RC-092,stt,prosa,baixa,nao,0,verificado,alta,RC-092-quarto-logos-olm-codificador-de-zian.md,"Sophia no sentido de produzir espécies através do forno de Awaymaion (STT 'Alamaior' — ver RC-499), os biodemos, por exemplo"
Alamaior,Awaymaion,RC-499,stt,etimologia,alta,nao,0,verificado,média,RC-499-forno-de-awaymaion-forno-de-vishnu-origem-de-olm.md,"STT: ""Alamaior""/""Almaior"" (RC-500 — erro de STT, remissão para cá)."
Alce,Alcíone,RC-574,stt,etimologia,alta,nao,0,verificado,média,RC-574-alcione-sistema.md,"STT: Alce, Alceione, Alciion, Alciô, oceônio, ao senhor."
Alceione,Alcíone,RC-574,stt,etimologia,alta,nao,0,verificado,média,RC-574-alcione-sistema.md,"STT: Alce, Alceione, Alciion, Alciô, oceônio, ao senhor."
Alciion,Alcíone,RC-574,stt,etimologia,alta,nao,0,verificado,média,RC-574-alcione-sistema.md,"STT: Alce, Alceione, Alciion, Alciô, oceônio, ao senhor."
Alciô,Alcíone,RC-574,stt,etimologia,alta,nao,0,verificado,média,RC-574-alcione-sistema.md,"STT: Alce, Alceione, Alciion, Alciô, oceônio, ao senhor."
Alexandre Magno,Alexandre Magno (tirano sob influência de Lemion),RC-850,stt,prosa,referencia_oral,nao,0,verificado,média,RC-850-alexandre-magno-tirano-sob-influencia-de-lemion.md,"ion) — RC-850 ## Definição Sintética Alexandre Magno (356–323 a.C., STT 'Alexandre Magno'): tirano sob influência de Lemion (RC-0"
alguma algum,Arcontes (= Sophias e Indras; Conselho dos 70),RC-474,stt,prosa,referencia_oral,nao,0,em análise,baixa,RC-474-arcontes-sophias-e-indras-conselho-dos-70.md,"m que alguns arcontes participam — ""não funciona, tipo a ONU"" (grafia STT ""alguma algum"" sem emenda); grafia ""Antiandel"" confirm"
aliança entre os três,Pactos de Javé (Brama / Vishnu / Shiva),RC-781,stt,etimologia,referencia_oral,nao,0,verificado,média,RC-781-pactos-de-jave.md,"- **Grafia preferida:** Pactos de Javé (Brama / Vishnu / Shiva) - **Variações STT capturadas:** ""pacto entre Javé, Vishnu e Shiva"", ""aliança entre os três"", ""pactos desastrosos"" - "
"Almaior"" (RC-500 — erro de STT",Awaymaion,RC-499,stt,etimologia,alta,nao,0,verificado,média,RC-499-forno-de-awaymaion-forno-de-vishnu-origem-de-olm.md,"STT: ""Alamaior""/""Almaior"" (RC-500 — erro de STT, remissão para cá)."
alternativa homo,Eva como 3ª Tentativa de Fêmea para Adão (Homem + Mulher da Espécie Sá,RC-814,stt,etimologia,referencia_oral,nao,0,verificado,alta,RC-814-eva-como-terceira-tentativa.md,"- **Grafia preferida:** Eva como 3ª Tentativa de Fêmea para Adão (Homem + Mulher da Espécie Sábia) - **Variações STT capturadas:** ""Eva"", ""alternativa homo"", ""homem com mulher da e"
Alto Langron,Biodemos,RC-036,stt,prosa,baixa,nao,0,verificado,alta,RC-036-biodemos.md,"er agora em Alto Langron alguns deles"" (menção à RC-018 Alt'Lam Gron; STT ""Alto Langron"" sem emenda); ""eh essas coisas são meio "
ANAC,"Ananque (estudou as necessidades dos códigos podres, com Moros; base d",RC-777,stt,etimologia,referencia_oral,nao,0,verificado,média,RC-777-ananque-estudou-as-necessidades-dos-codigos-podres.md,"- **Grafia oficial: ANANQUE** (consagrada pela Devolutiva O-4 da P2021-07-24 — a deusa grega da necessidade/inevitabilidade, mãe das Moiras na tradição órfica). - Variações STT cap"
Anais» = Anás,Pôncio Pilatos / Caifás / Sinédrio (verbete agrupado),RC-946,stt,etimologia,referencia_oral,nao,0,verificado,média,RC-946-poncio-pilatos-caifas-sinedrio.md,STT «Anais» = Anás; «Sinédrio» como grafia fixa)
Anak,"Ananque (estudou as necessidades dos códigos podres, com Moros; base d",RC-777,stt,etimologia,referencia_oral,nao,0,verificado,média,RC-777-ananque-estudou-as-necessidades-dos-codigos-podres.md,"- **Grafia oficial: ANANQUE** (consagrada pela Devolutiva O-4 da P2021-07-24 — a deusa grega da necessidade/inevitabilidade, mãe das Moiras na tradição órfica). - Variações STT cap"
Anc,"Ananque (estudou as necessidades dos códigos podres, com Moros; base d",RC-777,stt,prosa,referencia_oral,nao,0,verificado,média,RC-777-ananque-estudou-as-necessidades-dos-codigos-podres.md,"daquele, segundo a lógica de Anã, que um dia iria sentir.» — Ananque (STT ""Anc/Anã"") estudou a necessidade que cada código "
ANEC,"Ananque (estudou as necessidades dos códigos podres, com Moros; base d",RC-777,stt,etimologia,referencia_oral,nao,0,verificado,média,RC-777-ananque-estudou-as-necessidades-dos-codigos-podres.md,"- **Grafia oficial: ANANQUE** (consagrada pela Devolutiva O-4 da P2021-07-24 — a deusa grega da necessidade/inevitabilidade, mãe das Moiras na tradição órfica). - Variações STT cap"
Aneca,Moiras / Nornes / Súdices / Parcas (destino),RC-467,stt,prosa,referencia_oral,nao,0,verificado,alta,RC-467-moiras-nornes-parcas-destino.md,"mitologia grega?» — as Moiras (RC-467) vêm de Moros: Moros e Ananque (STT 'Aneque/Aneca') criaram as três, que mapeavam os fios "
Aneque,Moiras / Nornes / Súdices / Parcas (destino),RC-467,stt,prosa,referencia_oral,nao,0,verificado,alta,RC-467-moiras-nornes-parcas-destino.md,"mitologia grega?» — as Moiras (RC-467) vêm de Moros: Moros e Ananque (STT 'Aneque/Aneca') criaram as três, que mapeavam os fios "
Ank,Elm,RC-454,stt,prosa,baixa,nao,0,em análise,baixa,RC-454-elm-moros---ser-lm-de-temperion.md, TODAS AS ESTIRPES então existentes E UM OUTRO SER CHAMADO [ANANQUE — STT 'Ank'] na mitologia grega ESTUDOU CADA PESO D
Ank,Informações Vivas,RC-715,stt,prosa,baixa,nao,0,verificado,média,RC-715-informacoes-vivas.md,"voltava para fulaninho"". - **Ananké:** ""surgiu um ser chamado Ananké [STT 'Ank/Nanc'], que passou a trabalhar com Moros e es"
Ank,"Ananque (estudou as necessidades dos códigos podres, com Moros; base d",RC-777,stt,etimologia,referencia_oral,nao,0,verificado,média,RC-777-ananque-estudou-as-necessidades-dos-codigos-podres.md,"- **Grafia oficial: ANANQUE** (consagrada pela Devolutiva O-4 da P2021-07-24 — a deusa grega da necessidade/inevitabilidade, mãe das Moiras na tradição órfica). - Variações STT cap"
Anterium,Antérion,RC-597,stt,etimologia,alta,nao,0,verificado,média,RC-597-anterion.md,"- Grafia canônica fixada pelo curador: Antérion. Variações STT: Anterium, Antério, Antteré, ané. - **Fonte de decisão:** Quadro 9 aprovado pelo curador."
Antteré,Antérion,RC-597,stt,etimologia,alta,nao,0,verificado,média,RC-597-anterion.md,"- Grafia canônica fixada pelo curador: Antérion. Variações STT: Anterium, Antério, Antteré, ané. - **Fonte de decisão:** Quadro 9 aprovado pelo curador."
Antério,Antérion,RC-597,stt,etimologia,alta,nao,0,verificado,média,RC-597-anterion.md,"- Grafia canônica fixada pelo curador: Antérion. Variações STT: Anterium, Antério, Antteré, ané. - **Fonte de decisão:** Quadro 9 aprovado pelo curador."
antídlopos,Baralho genético (metáfora dos 28.869 genes),RC-562,stt,prosa,referencia_oral,nao,0,em análise,baixa,RC-562-baralho-genetico-metafora-dos-28-869-genes.md,coisa para que ele não oculte células do corpo ou então o destrói.»); STT «antídlopos» (anticorpos); RC-562. - **[3.600 espéci
Anunax,Nefilins (= Anunnaki),RC-488,stt,prosa,baixa,nao,0,verificado,média,RC-488-nefilins-anunnaki.md," (U0068: «Quando Jared, pai de Enoque, existiu, o que é que houve?»); STT «Anunax» (Anunnakis; RC-024), «Igis» (Igigi; RC-"
Anunque,"Ananque (estudou as necessidades dos códigos podres, com Moros; base d",RC-777,stt,prosa,referencia_oral,nao,0,verificado,média,RC-777-ananque-estudou-as-necessidades-dos-codigos-podres.md,"olutiva O-4 consagrou a grafia **ANANQUE** (corrigindo as alucinações STT ""Anunque/Anak/ANAC/Nan""). ## Etimologia e Grafias - **Grafia o"
Anã,"Ananque (estudou as necessidades dos códigos podres, com Moros; base d",RC-777,stt,prosa,referencia_oral,nao,0,verificado,média,RC-777-ananque-estudou-as-necessidades-dos-codigos-podres.md,"daquele, segundo a lógica de Anã, que um dia iria sentir.» — Ananque (STT ""Anc/Anã"") estudou a necessidade que cada código "
ané,Antérion,RC-597,stt,etimologia,alta,nao,0,verificado,média,RC-597-anterion.md,"- Grafia canônica fixada pelo curador: Antérion. Variações STT: Anterium, Antério, Antteré, ané. - **Fonte de decisão:** Quadro 9 aprovado pelo curador."
ao senhor,Alcíone,RC-574,stt,etimologia,alta,nao,0,verificado,média,RC-574-alcione-sistema.md,"STT: Alce, Alceione, Alciion, Alciô, oceônio, ao senhor."
Apoaginta,Os 366 Manuscritos de Enoque,RC-672,stt,prosa,referencia_oral,nao,0,verificado,média,RC-672-os-366-manuscritos-de-enoque.md," as agendas enoquianas, como eram chamadas.») — a Septuaginta (grafia STT ""Apoaginta"") constava os livros de Enoque. ### P20"
Apolone,Quarto Logos,RC-092,stt,prosa,baixa,nao,0,verificado,alta,RC-092-quarto-logos-olm-codificador-de-zian.md,"ÚNICA ENCARNAÇÃO DESSE SER QUE A GENTE CHAMA AQUI DE QUARTO LOGOS**"" [STT 'Polônia de Tiana/Apolônia/Apolone']; **O CONTRASTE DOS GENOMAS**: ""Jesus n"
Apolônia,Quarto Logos,RC-092,stt,prosa,baixa,nao,0,verificado,alta,RC-092-quarto-logos-olm-codificador-de-zian.md,"ÚNICA ENCARNAÇÃO DESSE SER QUE A GENTE CHAMA AQUI DE QUARTO LOGOS**"" [STT 'Polônia de Tiana/Apolônia/Apolone']; **O CONTRASTE DOS GENOMAS**: ""Jesus n"
Aranque,Moiras / Nornes / Súdices / Parcas (destino),RC-467,stt,prosa,referencia_oral,nao,0,verificado,alta,RC-467-moiras-nornes-parcas-destino.md,"s setas de Moros se consumarem""; ""Frigga, também conhecida como Aran [STT 'Aranque'], Aran na mitologia grega e Frigga na m"
arcanos,Memória dos Elétrons e Arcanos,RC-829,stt,etimologia,referencia_oral,nao,0,verificado,média,RC-829-memoria-dos-eletrons-e-arcanos.md,"- **Grafia preferida:** Memória dos Elétrons e Arcanos - **Variações STT capturadas:** ""memória dos elétrons"", ""arcanos"", ""inconsciente dos elétrons"", ""memória dos antielétrons"", """
arcãos,Archeons de Ereon,RC-596,stt,etimologia,alta,nao,0,verificado,média,RC-596-archeons-de-ereon.md,"STT: arquelos, arquieron, arcãos, arcos."
arima,do bruto para Mahābhārata) — ver RC-425 e RC-414,RC-322,stt,prosa,referencia_oral,nao,0,verificado,alta,RC-322-dharma-e-castas-origem-demo.md,"ra o programa de reestruturação universal.» — a dupla face da ahimsa (STT ""arima""): ""o arima, que é a coisa mais bela que"
arquelos,Archeons de Ereon,RC-596,stt,etimologia,alta,nao,0,verificado,média,RC-596-archeons-de-ereon.md,"STT: arquelos, arquieron, arcãos, arcos."
arquieron,Archeons de Ereon,RC-596,stt,etimologia,alta,nao,0,verificado,média,RC-596-archeons-de-ereon.md,"STT: arquelos, arquieron, arcãos, arcos."
arquruídicos,Jesus,RC-072,stt,prosa,baixa,nao,0,verificado,alta,RC-072-jesus.md,"ada com algumas TRIBOS GAULESAS que receberam ensinamentos [druídicos/STT 'arquruídicos'] dos gaélicos, dos galaicos E POR TRÁS "
Aspesian,Asphezian,RC-025,stt,prosa,baixa,nao,0,em análise,baixa,RC-025-asphezian.md,"6-08-31"" +++ # Asphezian — RC-025 ## Definição Sintética Asphezian (STT 'Aspesian'): a nave-fábrica que aportou no planeta"
Atmavátima,ADHYMAVATANA,RC-408,stt,prosa,baixa,nao,0,verificado,alta,RC-408-adhymavatana-nome-completo-de-mavatna-vishnu.md,"2-04 — FONTE ORIGINAL] Mavatma (U0247–U0254):** ""quando Adhy Mavatma [STT 'Atmavátima'] mergulhou como Vishnu e Vishnu compôs "
avatares,Estratégia dos Avatares,RC-797,stt,etimologia,alta,nao,0,verificado,média,RC-797-estrategia-dos-avatares.md,"- **Grafia preferida:** Estratégia dos Avatares - **Variações STT capturadas:** ""avatares"", ""agentes de dominação"", ""instrumentos de dominação"" - **Idioma de origem:** Sânscrito (अ"
Awai Lengan,Awaylengan (consagrada por RC-771/ART-2025-08-01),RC-837,stt,prosa,referencia_oral,nao,0,verificado,média,RC-837-forno-de-awaylengan-forno-de-shiva.md,"* (RC-091), **Radiatas** (RC-093), **Bilatérios** (RC-035). Grau oral STT ""Awai Lengan/Ailingan"" registrado como embrionário — **não ren"
Axislund,Axis Mundi / Axismund,RC-731,stt,etimologia,alta,nao,0,verificado,média,RC-731-axis-mundi-axismund.md,"STT normalizadas:** Axism, Axislund, axismude."
axismude,Axis Mundi / Axismund,RC-731,stt,etimologia,alta,nao,0,verificado,média,RC-731-axis-mundi-axismund.md,"STT normalizadas:** Axism, Axislund, axismude."
Azá e Aziel,"Classes de anjos de Arabot-Ráquia (ofanim, serafins, galgaulim, chashm",RC-485,stt,prosa,referencia_oral,nao,0,em análise,baixa,RC-485-classes-de-anjos-de-arabot-raquia.md,"dada por um príncipe). - **Anjos ministradores:** Uzza, Azza e Azael (STT ""Usá, Azá e Aziel"") — anjos com poder de não ser robotizad"
